"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 29, 2015","8,659.80","8,802.46","8,804.19","8,587.08","-","-1.62%"
"Jun 26, 2015","8,802.46","8,905.04","8,905.04","8,764.80","-","-1.15%"
"Jun 25, 2015","8,905.04","9,005.86","9,006.85","8,896.22","-","-1.12%"
"Jun 24, 2015","9,005.86","9,112.61","9,125.14","9,000.60","-","-1.17%"
"Jun 23, 2015","9,112.61","9,018.76","9,131.66","9,018.76","-","1.04%"
"Jun 22, 2015","9,018.76","8,956.84","9,049.64","8,952.64","-","0.69%"
"Jun 19, 2015","8,956.84","8,951.57","8,990.42","8,926.22","-","0.06%"
"Jun 18, 2015","8,951.57","8,984.11","8,986.41","8,831.03","-","-0.36%"
"Jun 17, 2015","8,984.11","9,040.82","9,074.03","8,954.74","-","-0.63%"
"Jun 16, 2015","9,040.82","9,044.56","9,049.33","8,959.16","-","-0.04%"
"Jun 15, 2015","9,044.56","9,224.50","9,224.50","9,021.89","-","-1.95%"
"Jun 12, 2015","9,224.50","9,336.51","9,336.51","9,182.95","-","-1.20%"
"Jun 11, 2015","9,336.51","9,374.45","9,453.28","9,308.08","-","-0.40%"
"Jun 10, 2015","9,374.45","9,303.22","9,392.91","9,155.78","-","0.77%"
"Jun 09, 2015","9,303.22","9,311.49","9,359.73","9,251.99","-","-0.09%"
"Jun 08, 2015","9,311.49","9,421.35","9,422.56","9,306.11","-","-1.17%"
"Jun 05, 2015","9,421.35","9,419.62","9,434.08","9,347.23","-","0.02%"
"Jun 04, 2015","9,419.62","9,575.01","9,575.01","9,410.25","-","-1.62%"
"Jun 03, 2015","9,575.01","9,515.15","9,687.35","9,515.15","-","0.63%"
"Jun 02, 2015","9,515.15","9,456.21","9,553.77","9,437.51","-","0.62%"
"Jun 01, 2015","9,456.21","9,501.53","9,544.81","9,437.35","-","-0.48%"
"May 29, 2015","9,501.53","9,510.82","9,590.58","9,484.73","-","-0.10%"
"May 28, 2015","9,510.82","9,506.19","9,553.87","9,463.11","-","0.05%"
"May 27, 2015","9,506.19","9,490.04","9,526.91","9,420.09","-","0.17%"
"May 26, 2015","9,490.04","9,426.59","9,541.46","9,387.58","-","0.67%"
"May 22, 2015","9,426.59","9,354.75","9,470.94","9,352.32","-","0.77%"
"May 21, 2015","9,354.75","9,294.30","9,365.80","9,280.10","-","0.65%"
"May 20, 2015","9,294.30","9,333.15","9,357.37","9,246.63","-","-0.42%"
"May 19, 2015","9,333.15","9,320.77","9,396.68","9,310.53","-","0.13%"
"May 18, 2015","9,320.77","9,234.46","9,361.54","9,224.84","-","0.93%"
"May 15, 2015","9,234.46","9,238.12","9,297.08","9,201.35","-","-0.04%"
"May 14, 2015","9,238.12","9,150.59","9,273.60","9,087.22","-","0.96%"
"May 13, 2015","9,150.59","9,031.15","9,163.13","9,031.15","-","1.32%"
"May 12, 2015","9,031.15","9,159.97","9,159.97","8,914.86","-","-1.41%"
"May 11, 2015","9,159.97","9,240.27","9,265.08","9,150.17","-","-0.87%"
"May 08, 2015","9,240.27","9,078.64","9,438.35","9,078.64","-","1.78%"
"May 07, 2015","9,078.64","9,214.44","9,214.44","9,004.13","-","-1.47%"
"May 06, 2015","9,214.44","9,201.56","9,253.06","9,162.46","-","0.14%"
"May 05, 2015","9,201.56","9,182.55","9,284.98","9,176.22","-","0.21%"
"May 01, 2015","9,182.55","9,147.45","9,217.03","9,128.65","-","0.38%"
"Apr 30, 2015","9,147.45","9,094.96","9,160.88","8,985.97","-","0.58%"
"Apr 29, 2015","9,094.96","9,045.21","9,166.22","8,973.18","-","0.55%"
"Apr 28, 2015","9,045.21","9,118.38","9,127.36","8,989.62","-","-0.80%"
"Apr 27, 2015","9,118.38","9,024.20","9,139.61","8,951.40","-","1.04%"
"Apr 24, 2015","9,024.20","9,120.56","9,136.49","8,993.05","-","-1.06%"
"Apr 23, 2015","9,120.56","9,171.23","9,220.24","9,006.86","-","-0.55%"
"Apr 22, 2015","9,171.23","9,273.87","9,327.51","9,110.56","-","-1.11%"
"Apr 21, 2015","9,273.87","9,322.92","9,472.23","9,272.12","-","-0.53%"
"Apr 20, 2015","9,322.92","9,300.51","9,369.61","9,258.22","-","0.24%"
"Apr 17, 2015","9,300.51","9,479.26","9,499.01","9,270.34","-","-1.89%"
"Apr 16, 2015","9,479.26","9,570.73","9,595.70","9,479.26","-","-0.96%"
"Apr 15, 2015","9,570.73","9,548.91","9,675.97","9,540.94","-","0.23%"
"Apr 14, 2015","9,548.91","9,408.56","9,550.63","9,400.13","-","1.49%"
"Apr 13, 2015","9,408.56","9,460.05","9,460.05","9,360.67","-","-0.54%"
"Apr 10, 2015","9,460.05","9,295.80","9,472.09","9,295.80","-","1.77%"
"Apr 09, 2015","9,295.80","9,325.89","9,356.39","9,201.43","-","-0.32%"
"Apr 08, 2015","9,325.89","9,356.49","9,433.85","9,291.66","-","-0.33%"
"Apr 07, 2015","9,356.49","9,228.78","9,397.47","9,228.78","-","1.38%"
"Apr 02, 2015","9,228.78","9,123.79","9,239.41","9,123.79","-","1.15%"
"Apr 01, 2015","9,123.79","9,137.85","9,242.78","9,101.36","-","-0.15%"
"Mar 31, 2015","9,137.85","9,177.27","9,340.81","9,119.72","-","-0.43%"
"Mar 30, 2015","9,177.27","9,214.18","9,272.41","9,154.23","-","-0.40%"
"Mar 27, 2015","9,214.18","9,373.98","9,410.05","9,198.68","-","-1.70%"
"Mar 26, 2015","9,373.98","9,455.18","9,468.14","9,313.68","-","-0.86%"
"Mar 25, 2015","9,455.18","9,491.78","9,511.78","9,421.45","-","-0.39%"
"Mar 24, 2015","9,491.78","9,495.97","9,527.83","9,435.92","-","-0.04%"
"Mar 23, 2015","9,495.97","9,554.05","9,557.62","9,433.44","-","-0.61%"
"Mar 20, 2015","9,554.05","9,468.90","9,554.69","9,399.49","-","0.90%"
"Mar 19, 2015","9,468.90","9,511.10","9,633.17","9,464.20","-","-0.44%"
"Mar 18, 2015","9,511.10","9,408.67","9,515.57","9,345.93","-","1.09%"
"Mar 17, 2015","9,408.67","9,419.91","9,443.22","9,346.51","-","-0.12%"
"Mar 16, 2015","9,419.91","9,370.33","9,427.66","9,322.89","-","0.53%"
"Mar 13, 2015","9,370.33","9,438.06","9,474.26","9,333.49","-","-0.72%"
"Mar 12, 2015","9,438.06","9,360.61","9,444.13","9,299.56","-","0.83%"
"Mar 11, 2015","9,360.61","9,288.72","9,360.61","9,247.58","-","0.77%"
"Mar 10, 2015","9,288.72","9,466.48","9,466.48","9,270.11","-","-1.88%"
"Mar 09, 2015","9,466.48","9,413.46","9,480.58","9,347.96","-","0.56%"
"Mar 06, 2015","9,413.46","9,386.08","9,509.19","9,386.08","-","0.29%"
"Mar 05, 2015","9,386.08","9,094.38","9,439.28","9,094.38","-","3.21%"
"Mar 04, 2015","9,094.38","9,253.18","9,265.02","9,050.02","-","-1.72%"
"Mar 03, 2015","9,253.18","9,336.68","9,453.77","9,227.60","-","-0.89%"
"Mar 02, 2015","9,336.68","9,375.30","9,375.30","9,281.01","-","-0.41%"
"Feb 27, 2015","9,375.30","9,504.31","9,504.31","9,326.29","-","-1.36%"
"Feb 26, 2015","9,504.31","9,396.00","9,539.28","9,372.72","-","1.15%"
"Feb 25, 2015","9,396.00","9,724.70","9,724.70","9,354.13","-","-3.38%"
"Feb 24, 2015","9,724.70","9,677.17","9,747.51","9,651.84","-","0.49%"
"Feb 23, 2015","9,677.17","9,701.53","9,789.76","9,616.26","-","-0.25%"
"Feb 20, 2015","9,701.53","9,579.24","9,706.77","9,574.37","-","1.28%"
"Feb 19, 2015","9,579.24","9,610.18","9,610.18","9,498.86","-","-0.32%"
"Feb 18, 2015","9,610.18","9,448.88","9,610.18","9,448.88","-","1.71%"
"Feb 17, 2015","9,448.88","9,465.87","9,574.00","9,417.74","-","-0.18%"
"Feb 16, 2015","9,465.87","9,439.26","9,489.89","9,377.87","-","0.28%"
"Feb 13, 2015","9,439.26","9,413.93","9,494.36","9,332.71","-","0.27%"
"Feb 12, 2015","9,413.93","9,235.92","9,432.77","9,227.27","-","1.93%"
"Feb 11, 2015","9,235.92","9,261.69","9,317.18","9,201.59","-","-0.28%"
"Feb 10, 2015","9,261.69","9,287.79","9,313.75","9,205.29","-","-0.28%"
"Feb 09, 2015","9,287.79","9,275.92","9,299.00","9,120.66","-","0.13%"
"Feb 06, 2015","9,275.92","9,319.57","9,370.74","9,275.92","-","-0.47%"
"Feb 05, 2015","9,319.57","9,084.70","9,319.57","8,943.20","-","2.59%"
"Feb 04, 2015","9,084.70","9,159.45","9,165.46","9,015.67","-","-0.82%"
"Feb 03, 2015","9,159.45","8,865.05","9,213.74","8,865.05","-","3.32%"
"Feb 02, 2015","8,865.05","8,750.68","8,868.70","8,736.14","-","1.31%"
"Jan 30, 2015","8,750.68","8,717.22","8,812.62","8,711.95","-","0.38%"
"Jan 29, 2015","8,717.22","8,828.80","8,828.80","8,666.78","-","-1.26%"
"Jan 28, 2015","8,828.80","8,792.54","8,888.53","8,732.55","-","0.41%"
"Jan 27, 2015","8,792.54","8,995.26","9,135.99","8,744.24","-","-2.25%"
"Jan 26, 2015","8,995.26","8,938.76","9,018.28","8,886.69","-","0.63%"
"Jan 23, 2015","8,938.76","8,953.20","9,043.32","8,891.99","-","-0.16%"
"Jan 22, 2015","8,953.20","8,829.34","9,022.61","8,822.71","-","1.40%"
"Jan 21, 2015","8,829.34","8,747.41","8,831.36","8,611.53","-","0.94%"
"Jan 20, 2015","8,747.41","8,727.54","8,837.16","8,699.04","-","0.23%"
"Jan 19, 2015","8,727.54","8,633.72","8,738.75","8,619.16","-","1.09%"
"Jan 16, 2015","8,633.72","8,575.57","8,648.87","8,485.21","-","0.68%"
"Jan 15, 2015","8,575.57","8,409.94","8,575.57","8,390.73","-","1.97%"
"Jan 14, 2015","8,409.94","8,618.04","8,618.04","8,363.81","-","-2.41%"
"Jan 13, 2015","8,618.04","8,542.81","8,623.26","8,480.96","-","0.88%"
"Jan 12, 2015","8,542.81","8,613.73","8,660.92","8,468.73","-","-0.82%"
"Jan 09, 2015","8,613.73","8,664.97","8,692.77","8,578.98","-","-0.59%"
"Jan 08, 2015","8,664.97","8,563.46","8,696.16","8,563.46","-","1.19%"
"Jan 07, 2015","8,563.46","8,537.42","8,641.91","8,490.19","-","0.31%"
"Jan 06, 2015","8,537.42","8,626.02","8,671.16","8,473.81","-","-1.03%"
"Jan 05, 2015","8,626.02","8,875.09","8,940.76","8,615.85","-","-2.81%"
"Jan 04, 2015","8,875.09","8,875.09","8,875.09","8,875.09","-","0.00%"
"Jan 02, 2015","8,875.09","8,847.62","8,971.13","8,842.13","-","0.31%"
"Dec 31, 2014","8,847.62","8,867.08","8,902.84","8,819.42","-","-0.22%"
"Dec 30, 2014","8,867.08","8,998.68","9,003.00","8,832.40","-","-1.46%"
"Dec 29, 2014","8,998.68","9,035.67","9,081.57","8,937.91","-","-0.41%"
"Dec 28, 2014","9,035.67","9,035.67","9,035.67","9,035.67","-","0.00%"
"Dec 24, 2014","9,035.67","8,991.37","9,118.57","8,991.37","-","0.49%"
"Dec 23, 2014","8,991.37","8,816.44","8,998.46","8,816.44","-","1.98%"
"Dec 22, 2014","8,816.44","8,841.63","8,956.72","8,777.48","-","-0.28%"
"Dec 19, 2014","8,841.63","8,685.65","8,878.34","8,685.65","-","1.80%"
"Dec 18, 2014","8,685.65","8,463.67","8,685.65","8,463.67","-","2.62%"
"Dec 17, 2014","8,463.67","8,403.26","8,492.07","8,313.66","-","0.72%"
"Dec 16, 2014","8,403.26","8,218.73","8,407.37","8,099.45","-","2.25%"
"Dec 15, 2014","8,218.73","8,287.91","8,430.11","8,218.73","-","-0.83%"
"Dec 14, 2014","8,287.91","8,287.91","8,287.91","8,287.91","-","0.00%"
"Dec 12, 2014","8,287.91","8,475.92","8,491.74","8,287.91","-","-2.22%"
"Dec 11, 2014","8,475.92","8,577.17","8,578.69","8,435.03","-","-1.18%"
"Dec 10, 2014","8,577.17","8,619.64","8,700.09","8,573.48","-","-0.49%"
"Dec 09, 2014","8,619.64","8,702.68","8,702.68","8,528.42","-","-0.95%"
"Dec 08, 2014","8,702.68","8,813.80","8,813.80","8,702.68","-","-1.26%"
"Dec 05, 2014","8,813.80","8,582.26","8,820.08","8,582.26","-","2.70%"
"Dec 04, 2014","8,582.26","8,480.99","8,609.89","8,471.99","-","1.19%"
"Dec 03, 2014","8,480.99","8,509.44","8,537.11","8,448.37","-","-0.33%"
"Dec 02, 2014","8,509.44","8,472.45","8,580.76","8,468.61","-","0.44%"
"Dec 01, 2014","8,472.45","8,671.91","8,679.52","8,403.93","-","-2.30%"
"Nov 28, 2014","8,671.91","8,964.17","8,976.19","8,545.09","-","-3.26%"
"Nov 27, 2014","8,964.17","9,088.36","9,129.34","8,946.49","-","-1.37%"
"Nov 26, 2014","9,088.36","9,078.13","9,121.92","9,043.06","-","0.11%"
"Nov 25, 2014","9,078.13","9,007.85","9,078.13","8,975.53","-","0.78%"
"Nov 24, 2014","9,007.85","9,057.77","9,069.03","8,979.59","-","-0.55%"
"Nov 21, 2014","9,057.77","8,849.17","9,067.59","8,849.17","-","2.36%"
"Nov 20, 2014","8,849.17","8,944.52","8,959.19","8,788.90","-","-1.07%"
"Nov 19, 2014","8,944.52","9,013.87","9,037.02","8,904.54","-","-0.77%"
"Nov 18, 2014","9,013.87","9,003.73","9,060.81","9,001.64","-","0.11%"
"Nov 17, 2014","9,003.73","9,209.13","9,209.13","8,978.45","-","-2.23%"
"Nov 16, 2014","9,209.13","9,209.13","9,209.13","9,209.13","-","0.00%"
"Nov 14, 2014","9,209.13","9,296.95","9,296.95","9,138.88","-","-0.94%"
"Nov 13, 2014","9,296.95","9,307.41","9,386.58","9,284.38","-","-0.11%"
"Nov 12, 2014","9,307.41","9,374.12","9,378.47","9,246.28","-","-0.71%"
"Nov 11, 2014","9,374.12","9,439.43","9,440.38","9,347.81","-","-0.69%"
"Nov 10, 2014","9,439.43","9,340.48","9,439.43","9,314.13","-","1.06%"
"Nov 07, 2014","9,340.48","9,244.79","9,434.99","9,244.79","-","1.04%"
"Nov 06, 2014","9,244.79","9,236.91","9,249.37","9,138.74","-","0.09%"
"Nov 05, 2014","9,236.91","9,157.38","9,249.99","9,139.25","-","0.87%"
"Nov 04, 2014","9,157.38","9,334.32","9,408.99","9,106.30","-","-1.90%"
"Nov 03, 2014","9,334.32","9,416.16","9,484.60","9,308.47","-","-0.87%"
"Oct 31, 2014","9,416.16","9,279.75","9,490.24","9,279.75","-","1.47%"
"Oct 30, 2014","9,279.75","9,287.38","9,352.20","9,209.74","-","-0.08%"
"Oct 29, 2014","9,287.38","9,141.04","9,326.94","9,141.04","-","1.60%"
"Oct 28, 2014","9,141.04","9,079.82","9,194.83","9,079.82","-","0.67%"
"Oct 27, 2014","9,079.82","9,209.76","9,328.72","9,049.58","-","-1.41%"
"Oct 24, 2014","9,209.76","9,307.34","9,320.13","9,202.74","-","-1.05%"
"Oct 23, 2014","9,307.34","9,316.66","9,318.24","9,130.60","-","-0.10%"
"Oct 22, 2014","9,316.66","9,316.48","9,448.61","9,294.06","-","0.00%"
"Oct 21, 2014","9,316.48","9,017.83","9,328.63","8,959.28","-","3.31%"
"Oct 20, 2014","9,017.83","9,124.18","9,169.04","9,008.76","-","-1.17%"
"Oct 17, 2014","9,124.18","8,911.34","9,149.03","8,911.34","-","2.39%"
"Oct 16, 2014","8,911.34","8,781.81","8,984.14","8,636.65","-","1.47%"
"Oct 15, 2014","8,781.81","9,021.86","9,121.79","8,742.78","-","-2.66%"
"Oct 14, 2014","9,021.86","8,828.31","9,031.67","8,743.02","-","2.19%"
"Oct 13, 2014","8,828.31","8,892.87","8,971.46","8,734.04","-","-0.73%"
"Oct 10, 2014","8,892.87","9,171.81","9,171.81","8,878.97","-","-3.04%"
"Oct 09, 2014","9,171.81","9,252.50","9,409.68","9,152.99","-","-0.87%"
"Oct 08, 2014","9,252.50","9,317.88","9,317.88","9,157.19","-","-0.70%"
"Oct 07, 2014","9,317.88","9,514.23","9,516.43","9,308.10","-","-2.06%"
"Oct 06, 2014","9,514.23","9,481.51","9,565.69","9,471.05","-","0.35%"
"Oct 05, 2014","9,481.51","9,481.51","9,481.51","9,481.51","-","0.00%"
"Oct 03, 2014","9,481.51","9,404.77","9,527.76","9,404.77","-","0.82%"
"Oct 02, 2014","9,404.77","9,604.57","9,619.52","9,404.77","-","-2.08%"
"Oct 01, 2014","9,604.57","9,782.17","9,789.33","9,595.46","-","-1.82%"
"Sep 30, 2014","9,782.17","9,810.83","9,892.14","9,716.71","-","-0.29%"
"Sep 29, 2014","9,810.83","9,780.54","9,830.82","9,733.07","-","0.31%"
"Sep 27, 2014","9,780.54","9,780.54","9,780.54","9,780.54","-","0.00%"
"Sep 26, 2014","9,780.54","9,805.23","9,826.66","9,698.50","-","-0.25%"
"Sep 25, 2014","9,805.23","9,865.50","9,911.10","9,753.92","-","-0.61%"
"Sep 24, 2014","9,865.50","9,874.87","9,908.20","9,798.02","-","-0.09%"
"Sep 23, 2014","9,874.87","10,140.04","10,164.72","9,855.56","-","-2.62%"
"Sep 22, 2014","10,140.04","10,227.11","10,227.11","10,110.50","-","-0.85%"
"Sep 19, 2014","10,227.11","10,131.72","10,308.92","10,131.72","-","0.94%"
"Sep 18, 2014","10,131.72","10,082.11","10,131.92","10,077.02","-","0.49%"
"Sep 17, 2014","10,082.11","10,131.33","10,210.19","10,078.91","-","-0.49%"
"Sep 16, 2014","10,131.33","10,223.73","10,231.00","10,069.05","-","-0.90%"
"Sep 15, 2014","10,223.73","10,270.86","10,270.86","10,186.33","-","-0.46%"
"Sep 13, 2014","10,270.86","10,270.86","10,270.86","10,270.86","-","0.00%"
"Sep 12, 2014","10,270.86","10,288.37","10,328.39","10,257.82","-","-0.17%"
"Sep 11, 2014","10,288.37","10,336.55","10,414.49","10,235.63","-","-0.47%"
"Sep 10, 2014","10,336.55","10,353.28","10,378.67","10,289.01","-","-0.16%"
"Sep 09, 2014","10,353.28","10,335.56","10,405.26","10,284.74","-","0.17%"
"Sep 08, 2014","10,335.56","10,454.83","10,455.89","10,249.94","-","-1.14%"
"Sep 05, 2014","10,454.83","10,494.83","10,532.55","10,427.92","-","-0.38%"
"Sep 04, 2014","10,494.83","10,548.47","10,548.47","10,473.96","-","-0.51%"
"Sep 03, 2014","10,548.47","10,486.76","10,624.95","10,486.76","-","0.59%"
"Sep 02, 2014","10,486.76","10,436.76","10,544.78","10,412.40","-","0.48%"
"Sep 01, 2014","10,436.76","10,415.57","10,440.06","10,372.26","-","0.20%"
"Aug 31, 2014","10,415.57","10,415.57","10,415.57","10,415.57","-","0.00%"
"Aug 29, 2014","10,415.57","10,473.27","10,503.09","10,369.39","-","-0.55%"
"Aug 28, 2014","10,473.27","10,537.81","10,554.62","10,436.43","-","-0.61%"
"Aug 27, 2014","10,537.81","10,567.09","10,599.50","10,527.03","-","-0.28%"
"Aug 26, 2014","10,567.09","10,475.16","10,575.83","10,475.16","-","0.88%"
"Aug 22, 2014","10,475.16","10,489.63","10,518.22","10,448.47","-","-0.14%"
"Aug 21, 2014","10,489.63","10,470.20","10,502.41","10,452.44","-","0.19%"
"Aug 20, 2014","10,470.20","10,517.43","10,530.38","10,434.83","-","-0.45%"
"Aug 19, 2014","10,517.43","10,445.48","10,541.83","10,445.48","-","0.69%"
"Aug 18, 2014","10,445.48","10,340.80","10,458.29","10,340.80","-","1.01%"
"Aug 15, 2014","10,340.80","10,378.08","10,458.67","10,325.87","-","-0.36%"
"Aug 14, 2014","10,378.08","10,332.20","10,415.25","10,275.31","-","0.44%"
"Aug 13, 2014","10,332.20","10,296.54","10,351.20","10,255.07","-","0.35%"
"Aug 12, 2014","10,296.54","10,279.90","10,334.97","10,259.98","-","0.16%"
"Aug 11, 2014","10,279.90","10,135.12","10,316.85","10,135.12","-","1.43%"
"Aug 10, 2014","10,135.12","10,135.12","10,135.12","10,135.12","-","0.00%"
"Aug 08, 2014","10,135.12","10,112.35","10,157.91","10,007.08","-","0.23%"
"Aug 07, 2014","10,112.35","10,145.07","10,167.80","10,079.88","-","-0.32%"
"Aug 06, 2014","10,145.07","10,175.36","10,176.94","10,016.53","-","-0.30%"
"Aug 05, 2014","10,175.36","10,113.78","10,261.62","10,113.78","-","0.61%"
"Aug 04, 2014","10,113.78","10,247.08","10,256.73","10,113.78","-","-1.30%"
"Aug 02, 2014","10,247.08","10,247.08","10,247.08","10,247.08","-","0.00%"
"Aug 01, 2014","10,247.08","10,242.40","10,261.25","10,083.76","-","0.05%"
"Jul 31, 2014","10,242.40","10,436.63","10,452.58","10,228.23","-","-1.86%"
"Jul 30, 2014","10,436.63","10,458.26","10,465.54","10,370.17","-","-0.21%"
"Jul 29, 2014","10,458.26","10,412.16","10,511.12","10,403.92","-","0.44%"
"Jul 28, 2014","10,412.16","10,451.38","10,502.60","10,380.65","-","-0.38%"
"Jul 27, 2014","10,451.38","10,451.38","10,451.38","10,451.38","-","0.00%"
"Jul 25, 2014","10,451.38","10,452.31","10,547.00","10,430.30","-","-0.01%"
"Jul 24, 2014","10,452.31","10,404.77","10,477.00","10,343.11","-","0.46%"
"Jul 23, 2014","10,404.77","10,381.95","10,425.42","10,345.22","-","0.22%"
"Jul 22, 2014","10,381.95","10,322.93","10,422.27","10,322.93","-","0.57%"
"Jul 21, 2014","10,322.93","10,333.23","10,342.51","10,205.94","-","-0.10%"
"Jul 20, 2014","10,333.23","10,333.23","10,333.23","10,333.23","-","0.00%"
"Jul 18, 2014","10,333.23","10,350.23","10,370.64","10,259.84","-","-0.16%"
"Jul 17, 2014","10,350.23","10,358.07","10,399.78","10,281.83","-","-0.08%"
"Jul 16, 2014","10,358.07","10,142.46","10,360.72","10,142.46","-","2.13%"
"Jul 15, 2014","10,142.46","10,297.55","10,299.99","10,142.46","-","-1.51%"
"Jul 14, 2014","10,297.55","10,134.85","10,328.80","10,128.14","-","1.61%"
"Jul 12, 2014","10,134.85","10,134.85","10,134.85","10,134.85","-","0.00%"
"Jul 11, 2014","10,134.85","10,183.51","10,252.33","10,102.83","-","-0.48%"
"Jul 10, 2014","10,183.51","10,328.22","10,335.23","10,092.58","-","-1.40%"
"Jul 09, 2014","10,328.22","10,387.60","10,406.65","10,261.18","-","-0.57%"
"Jul 08, 2014","10,387.60","10,600.48","10,662.56","10,381.41","-","-2.01%"
"Jul 07, 2014","10,600.48","10,662.46","10,817.27","10,599.79","-","-0.58%"
"Jul 04, 2014","10,662.46","10,655.17","10,697.27","10,639.13","-","0.07%"
"Jul 03, 2014","10,655.17","10,480.20","10,679.83","10,457.45","-","1.67%"
"Jul 02, 2014","10,480.20","10,446.92","10,514.36","10,425.44","-","0.32%"
"Jul 01, 2014","10,446.92","10,358.74","10,458.50","10,332.19","-","0.85%"
"Jun 30, 2014","10,358.74","10,368.03","10,431.86","10,343.43","-","-0.09%"
"Jun 27, 2014","10,368.03","10,303.74","10,392.39","10,294.02","-","0.62%"
"Jun 26, 2014","10,303.74","10,150.11","10,333.50","10,150.11","-","1.51%"
"Jun 25, 2014","10,150.11","10,298.46","10,303.70","10,117.39","-","-1.44%"
"Jun 24, 2014","10,298.46","10,505.02","10,561.68","10,296.03","-","-1.97%"
"Jun 23, 2014","10,505.02","10,585.73","10,605.26","10,494.60","-","-0.76%"
"Jun 20, 2014","10,585.73","10,614.55","10,708.86","10,585.73","-","-0.27%"
"Jun 19, 2014","10,614.55","10,518.67","10,688.42","10,518.67","-","0.91%"
"Jun 18, 2014","10,518.67","10,549.25","10,596.98","10,449.49","-","-0.29%"
"Jun 17, 2014","10,549.25","10,623.41","10,678.07","10,529.35","-","-0.70%"
"Jun 16, 2014","10,623.41","10,754.81","10,761.04","10,623.41","-","-1.22%"
"Jun 13, 2014","10,754.81","10,961.45","10,961.45","10,714.52","-","-1.89%"
"Jun 12, 2014","10,961.45","10,876.65","11,017.66","10,817.71","-","0.78%"
"Jun 11, 2014","10,876.65","10,929.16","10,929.16","10,778.92","-","-0.48%"
"Jun 10, 2014","10,929.16","10,875.37","10,938.58","10,818.99","-","0.49%"
"Jun 09, 2014","10,875.37","10,870.73","10,915.72","10,827.24","-","0.04%"
"Jun 06, 2014","10,870.73","10,701.65","10,887.82","10,701.65","-","1.58%"
"Jun 05, 2014","10,701.65","10,720.87","10,747.96","10,638.42","-","-0.18%"
"Jun 04, 2014","10,720.87","10,638.70","10,720.87","10,602.16","-","0.77%"
"Jun 03, 2014","10,638.70","10,722.39","10,729.57","10,587.36","-","-0.78%"
"Jun 02, 2014","10,722.39","10,716.57","10,808.06","10,696.17","-","0.05%"
"May 30, 2014","10,716.57","10,776.91","10,782.71","10,690.97","-","-0.56%"
"May 29, 2014","10,776.91","10,669.78","10,797.40","10,667.13","-","1.00%"
"May 28, 2014","10,669.78","10,624.24","10,682.90","10,596.97","-","0.43%"
"May 27, 2014","10,624.24","10,433.42","10,624.24","10,432.90","-","1.83%"
"May 25, 2014","10,433.42","10,433.42","10,433.42","10,433.42","-","0.00%"
"May 23, 2014","10,433.42","10,446.95","10,458.27","10,394.13","-","-0.13%"
"May 22, 2014","10,446.95","10,456.77","10,520.03","10,433.53","-","-0.09%"
"May 21, 2014","10,456.77","10,444.64","10,464.47","10,375.55","-","0.12%"
"May 20, 2014","10,444.64","10,454.38","10,574.44","10,444.64","-","-0.09%"
"May 19, 2014","10,454.38","10,433.33","10,511.66","10,382.18","-","0.20%"
"May 16, 2014","10,433.33","10,770.12","10,796.29","10,353.31","-","-3.13%"
"May 15, 2014","10,770.12","10,973.94","11,018.78","10,755.10","-","-1.86%"
"May 14, 2014","10,973.94","10,988.10","11,024.13","10,961.47","-","-0.13%"
"May 13, 2014","10,988.10","10,917.65","11,032.38","10,917.65","-","0.65%"
"May 12, 2014","10,917.65","10,815.47","10,917.65","10,807.87","-","0.94%"
"May 09, 2014","10,815.47","10,772.72","10,815.47","10,686.09","-","0.40%"
"May 08, 2014","10,772.72","10,715.63","10,787.10","10,695.65","-","0.53%"
"May 07, 2014","10,715.63","10,829.27","10,829.27","10,702.77","-","-1.05%"
"May 06, 2014","10,829.27","10,781.23","10,867.65","10,781.23","-","0.45%"
"May 02, 2014","10,781.23","10,696.21","10,788.24","10,676.49","-","0.79%"
"May 01, 2014","10,696.21","10,747.28","10,928.70","10,601.69","-","-0.48%"
"Apr 30, 2014","10,747.28","10,806.83","10,806.83","10,669.68","-","-0.55%"
"Apr 29, 2014","10,806.83","10,765.98","10,830.10","10,765.98","-","0.38%"
"Apr 28, 2014","10,765.98","10,789.77","10,821.79","10,735.97","-","-0.22%"
"Apr 25, 2014","10,789.77","10,839.15","10,872.89","10,758.73","-","-0.46%"
"Apr 24, 2014","10,839.15","10,816.22","10,970.02","10,791.70","-","0.21%"
"Apr 23, 2014","10,816.22","10,791.17","10,819.51","10,765.23","-","0.23%"
"Apr 22, 2014","10,791.17","10,655.98","10,842.14","10,655.98","-","1.27%"
"Apr 17, 2014","10,655.98","10,566.07","10,677.51","10,559.56","-","0.85%"
"Apr 16, 2014","10,566.07","10,518.48","10,604.05","10,454.32","-","0.45%"
"Apr 15, 2014","10,518.48","10,635.85","10,687.21","10,514.33","-","-1.10%"
"Apr 14, 2014","10,635.85","10,665.40","10,668.57","10,488.39","-","-0.28%"
"Apr 11, 2014","10,665.40","10,890.99","10,890.99","10,600.18","-","-2.07%"
"Apr 10, 2014","10,890.99","10,910.08","10,978.45","10,863.42","-","-0.17%"
"Apr 09, 2014","10,910.08","10,811.13","10,963.95","10,807.97","-","0.92%"
"Apr 08, 2014","10,811.13","10,815.77","10,844.96","10,728.89","-","-0.04%"
"Apr 07, 2014","10,815.77","10,911.11","10,911.11","10,800.57","-","-0.87%"
